year,count_date,fish_count,Species,Species_ID,count_location,count_location_ID
2011,9-Aug,12198,Sockeye,420,Kenai River (late-run sockeye),40
2011,10-Aug,16524,Sockeye,420,Kenai River (late-run sockeye),40
2011,11-Aug,11326,Sockeye,420,Kenai River (late-run sockeye),40
2011,12-Aug,12204,Sockeye,420,Kenai River (late-run sockeye),40
2011,13-Aug,10029,Sockeye,420,Kenai River (late-run sockeye),40
2010,1-Jul,5094,Sockeye,420,Kenai River (late-run sockeye),40
2010,2-Jul,5562,Sockeye,420,Kenai River (late-run sockeye),40
2010,3-Jul,3738,Sockeye,420,Kenai River (late-run sockeye),40
2010,4-Jul,7437,Sockeye,420,Kenai River (late-run sockeye),40
2010,5-Jul,13122,Sockeye,420,Kenai River (late-run sockeye),40
2010,6-Jul,14768,Sockeye,420,Kenai River (late-run sockeye),40
2010,7-Jul,6115,Sockeye,420,Kenai River (late-run sockeye),40
2010,8-Jul,10338,Sockeye,420,Kenai River (late-run sockeye),40
2010,9-Jul,7332,Sockeye,420,Kenai River (late-run sockeye),40
2010,10-Jul,6756,Sockeye,420,Kenai River (late-run sockeye),40
2010,11-Jul,10770,Sockeye,420,Kenai River (late-run sockeye),40
2010,12-Jul,18508,Sockeye,420,Kenai River (late-run sockeye),40
2010,13-Jul,31955,Sockeye,420,Kenai River (late-run sockeye),40
2010,14-Jul,22035,Sockeye,420,Kenai River (late-run sockeye),40
2010,15-Jul,30114,Sockeye,420,Kenai River (late-run sockeye),40
2010,16-Jul,64548,Sockeye,420,Kenai River (late-run sockeye),40
2010,17-Jul,85242,Sockeye,420,Kenai River (late-run sockeye),40
2010,18-Jul,91337,Sockeye,420,Kenai River (late-run sockeye),40
2010,19-Jul,111138,Sockeye,420,Kenai River (late-run sockeye),40
2010,20-Jul,75102,Sockeye,420,Kenai River (late-run sockeye),40
2010,21-Jul,65388,Sockeye,420,Kenai River (late-run sockeye),40
2010,22-Jul,51073,Sockeye,420,Kenai River (late-run sockeye),40
2010,23-Jul,45876,Sockeye,420,Kenai River (late-run sockeye),40
2010,24-Jul,21696,Sockeye,420,Kenai River (late-run sockeye),40
2010,25-Jul,54162,Sockeye,420,Kenai River (late-run sockeye),40
2010,26-Jul,24486,Sockeye,420,Kenai River (late-run sockeye),40
2010,27-Jul,23064,Sockeye,420,Kenai River (late-run sockeye),40
2010,28-Jul,26694,Sockeye,420,Kenai River (late-run sockeye),40
2010,29-Jul,19392,Sockeye,420,Kenai River (late-run sockeye),40
2010,30-Jul,18450,Sockeye,420,Kenai River (late-run sockeye),40
2010,31-Jul,15582,Sockeye,420,Kenai River (late-run sockeye),40
2010,1-Aug,19446,Sockeye,420,Kenai River (late-run sockeye),40
2010,2-Aug,31314,Sockeye,420,Kenai River (late-run sockeye),40
2010,3-Aug,51126,Sockeye,420,Kenai River (late-run sockeye),40
2010,4-Aug,19341,Sockeye,420,Kenai River (late-run sockeye),40
2010,5-Aug,14718,Sockeye,420,Kenai River (late-run sockeye),40
2010,6-Aug,15642,Sockeye,420,Kenai River (late-run sockeye),40
2010,7-Aug,16667,Sockeye,420,Kenai River (late-run sockeye),40
2010,8-Aug,16019,Sockeye,420,Kenai River (late-run sockeye),40
2010,9-Aug,16101,Sockeye,420,Kenai River (late-run sockeye),40
2010,10-Aug,13775,Sockeye,420,Kenai River (late-run sockeye),40
2010,11-Aug,8439,Sockeye,420,Kenai River (late-run sockeye),40
2010,12-Aug,7795,Sockeye,420,Kenai River (late-run sockeye),40
2010,13-Aug,11549,Sockeye,420,Kenai River (late-run sockeye),40
2010,14-Aug,12718,Sockeye,420,Kenai River (late-run sockeye),40
2010,15-Aug,17871,Sockeye,420,Kenai River (late-run sockeye),40
2010,16-Aug,17206,Sockeye,420,Kenai River (late-run sockeye),40
2010,17-Aug,7760,Sockeye,420,Kenai River (late-run sockeye),40
2010,18-Aug,6408,Sockeye,420,Kenai River (late-run sockeye),40
2010,19-Aug,4116,Sockeye,420,Kenai River (late-run sockeye),40
2009,1-Jul,3769,Sockeye,420,Kenai River (late-run sockeye),40
2009,2-Jul,4851,Sockeye,420,Kenai River (late-run sockeye),40
2009,3-Jul,5491,Sockeye,420,Kenai River (late-run sockeye),40
2009,4-Jul,8027,Sockeye,420,Kenai River (late-run sockeye),40
2009,5-Jul,7135,Sockeye,420,Kenai River (late-run sockeye),40
2009,6-Jul,6476,Sockeye,420,Kenai River (late-run sockeye),40
2009,7-Jul,9017,Sockeye,420,Kenai River (late-run sockeye),40
2009,8-Jul,6714,Sockeye,420,Kenai River (late-run sockeye),40
2009,9-Jul,8909,Sockeye,420,Kenai River (late-run sockeye),40
2009,10-Jul,7659,Sockeye,420,Kenai River (late-run sockeye),40
2009,11-Jul,11553,Sockeye,420,Kenai River (late-run sockeye),40
2009,12-Jul,30042,Sockeye,420,Kenai River (late-run sockeye),40
2009,13-Jul,18049,Sockeye,420,Kenai River (late-run sockeye),40
2009,14-Jul,31236,Sockeye,420,Kenai River (late-run sockeye),40
2009,15-Jul,72633,Sockeye,420,Kenai River (late-run sockeye),40
2009,16-Jul,82189,Sockeye,420,Kenai River (late-run sockeye),40
2009,17-Jul,76936,Sockeye,420,Kenai River (late-run sockeye),40
2009,18-Jul,52735,Sockeye,420,Kenai River (late-run sockeye),40
2009,19-Jul,38239,Sockeye,420,Kenai River (late-run sockeye),40
2009,20-Jul,67090,Sockeye,420,Kenai River (late-run sockeye),40
2009,21-Jul,40108,Sockeye,420,Kenai River (late-run sockeye),40
2009,22-Jul,12796,Sockeye,420,Kenai River (late-run sockeye),40
2009,23-Jul,16311,Sockeye,420,Kenai River (late-run sockeye),40
2009,24-Jul,23075,Sockeye,420,Kenai River (late-run sockeye),40
2009,25-Jul,11546,Sockeye,420,Kenai River (late-run sockeye),40
2009,26-Jul,15834,Sockeye,420,Kenai River (late-run sockeye),40
2009,27-Jul,53190,Sockeye,420,Kenai River (late-run sockeye),40
2009,28-Jul,58153,Sockeye,420,Kenai River (late-run sockeye),40
2009,29-Jul,46218,Sockeye,420,Kenai River (late-run sockeye),40
2009,30-Jul,39319,Sockeye,420,Kenai River (late-run sockeye),40
2009,31-Jul,39958,Sockeye,420,Kenai River (late-run sockeye),40
2009,1-Aug,26046,Sockeye,420,Kenai River (late-run sockeye),40
2009,2-Aug,29696,Sockeye,420,Kenai River (late-run sockeye),40
2009,3-Aug,32488,Sockeye,420,Kenai River (late-run sockeye),40
2009,4-Aug,19799,Sockeye,420,Kenai River (late-run sockeye),40
2009,5-Aug,17621,Sockeye,420,Kenai River (late-run sockeye),40
2009,6-Aug,10633,Sockeye,420,Kenai River (late-run sockeye),40
2009,7-Aug,7441,Sockeye,420,Kenai River (late-run sockeye),40
2009,8-Aug,4643,Sockeye,420,Kenai River (late-run sockeye),40
2009,9-Aug,6641,Sockeye,420,Kenai River (late-run sockeye),40
2009,10-Aug,10154,Sockeye,420,Kenai River (late-run sockeye),40
2009,11-Aug,5227,Sockeye,420,Kenai River (late-run sockeye),40
2009,12-Aug,6185,Sockeye,420,Kenai River (late-run sockeye),40
2009,13-Aug,8225,Sockeye,420,Kenai River (late-run sockeye),40
2008,1-Jul,3886,Sockeye,420,Kenai River (late-run sockeye),40
2008,2-Jul,4456,Sockeye,420,Kenai River (late-run sockeye),40
2008,3-Jul,4227,Sockeye,420,Kenai River (late-run sockeye),40
2008,4-Jul,2189,Sockeye,420,Kenai River (late-run sockeye),40
2008,5-Jul,1520,Sockeye,420,Kenai River (late-run sockeye),40
2008,6-Jul,1327,Sockeye,420,Kenai River (late-run sockeye),40
2008,7-Jul,1252,Sockeye,420,Kenai River (late-run sockeye),40
2008,8-Jul,1640,Sockeye,420,Kenai River (late-run sockeye),40
2008,9-Jul,3323,Sockeye,420,Kenai River (late-run sockeye),40
2008,10-Jul,4728,Sockeye,420,Kenai River (late-run sockeye),40
2008,11-Jul,2340,Sockeye,420,Kenai River (late-run sockeye),40
2008,12-Jul,3120,Sockeye,420,Kenai River (late-run sockeye),40
2008,13-Jul,6850,Sockeye,420,Kenai River (late-run sockeye),40
2008,14-Jul,4185,Sockeye,420,Kenai River (late-run sockeye),40
2008,15-Jul,39473,Sockeye,420,Kenai River (late-run sockeye),40
2008,16-Jul,102681,Sockeye,420,Kenai River (late-run sockeye),40
2008,17-Jul,76937,Sockeye,420,Kenai River (late-run sockeye),40
2008,18-Jul,27658,Sockeye,420,Kenai River (late-run sockeye),40
2008,19-Jul,26086,Sockeye,420,Kenai River (late-run sockeye),40
2008,20-Jul,45075,Sockeye,420,Kenai River (late-run sockeye),40
2008,21-Jul,48724,Sockeye,420,Kenai River (late-run sockeye),40
2008,22-Jul,47831,Sockeye,420,Kenai River (late-run sockeye),40
2008,23-Jul,15663,Sockeye,420,Kenai River (late-run sockeye),40
2008,24-Jul,17349,Sockeye,420,Kenai River (late-run sockeye),40
2008,25-Jul,16456,Sockeye,420,Kenai River (late-run sockeye),40
2008,26-Jul,11144,Sockeye,420,Kenai River (late-run sockeye),40
2008,27-Jul,25296,Sockeye,420,Kenai River (late-run sockeye),40
2008,28-Jul,28421,Sockeye,420,Kenai River (late-run sockeye),40
2008,29-Jul,33244,Sockeye,420,Kenai River (late-run sockeye),40
2008,30-Jul,39032,Sockeye,420,Kenai River (late-run sockeye),40
2008,31-Jul,28667,Sockeye,420,Kenai River (late-run sockeye),40
2008,1-Aug,32997,Sockeye,420,Kenai River (late-run sockeye),40
2008,2-Aug,25832,Sockeye,420,Kenai River (late-run sockeye),40
2008,3-Aug,19795,Sockeye,420,Kenai River (late-run sockeye),40
2008,4-Aug,21069,Sockeye,420,Kenai River (late-run sockeye),40
2008,5-Aug,16673,Sockeye,420,Kenai River (late-run sockeye),40
2008,6-Aug,15774,Sockeye,420,Kenai River (late-run sockeye),40
2008,7-Aug,12192,Sockeye,420,Kenai River (late-run sockeye),40
2008,8-Aug,9254,Sockeye,420,Kenai River (late-run sockeye),40
2008,9-Aug,10818,Sockeye,420,Kenai River (late-run sockeye),40
2008,10-Aug,14668,Sockeye,420,Kenai River (late-run sockeye),40
2008,11-Aug,15001,Sockeye,420,Kenai River (late-run sockeye),40
2008,12-Aug,14628,Sockeye,420,Kenai River (late-run sockeye),40
2008,13-Aug,10258,Sockeye,420,Kenai River (late-run sockeye),40
2008,14-Aug,11748,Sockeye,420,Kenai River (late-run sockeye),40
2008,15-Aug,7431,Sockeye,420,Kenai River (late-run sockeye),40
2008,16-Aug,2128,Sockeye,420,Kenai River (late-run sockeye),40
2008,17-Aug,2092,Sockeye,420,Kenai River (late-run sockeye),40
2007,1-Jul,5530,Sockeye,420,Kenai River (late-run sockeye),40
2007,2-Jul,6659,Sockeye,420,Kenai River (late-run sockeye),40
2007,3-Jul,5695,Sockeye,420,Kenai River (late-run sockeye),40
2007,4-Jul,3833,Sockeye,420,Kenai River (late-run sockeye),40
2007,5-Jul,4165,Sockeye,420,Kenai River (late-run sockeye),40
2007,6-Jul,4799,Sockeye,420,Kenai River (late-run sockeye),40
2007,7-Jul,7629,Sockeye,420,Kenai River (late-run sockeye),40
2007,8-Jul,11623,Sockeye,420,Kenai River (late-run sockeye),40
2007,9-Jul,12626,Sockeye,420,Kenai River (late-run sockeye),40
2007,10-Jul,5473,Sockeye,420,Kenai River (late-run sockeye),40
2007,11-Jul,6467,Sockeye,420,Kenai River (late-run sockeye),40
2007,12-Jul,7102,Sockeye,420,Kenai River (late-run sockeye),40
2007,13-Jul,3992,Sockeye,420,Kenai River (late-run sockeye),40
2007,14-Jul,6443,Sockeye,420,Kenai River (late-run sockeye),40
2007,15-Jul,9919,Sockeye,420,Kenai River (late-run sockeye),40
2007,16-Jul,10020,Sockeye,420,Kenai River (late-run sockeye),40
2007,17-Jul,7917,Sockeye,420,Kenai River (late-run sockeye),40
2007,18-Jul,12385,Sockeye,420,Kenai River (late-run sockeye),40
2007,19-Jul,59442,Sockeye,420,Kenai River (late-run sockeye),40
2007,20-Jul,22842,Sockeye,420,Kenai River (late-run sockeye),40
2007,21-Jul,44017,Sockeye,420,Kenai River (late-run sockeye),40
2007,22-Jul,64544,Sockeye,420,Kenai River (late-run sockeye),40
2007,23-Jul,55146,Sockeye,420,Kenai River (late-run sockeye),40
2007,24-Jul,48532,Sockeye,420,Kenai River (late-run sockeye),40
2007,25-Jul,48552,Sockeye,420,Kenai River (late-run sockeye),40
2007,26-Jul,67524,Sockeye,420,Kenai River (late-run sockeye),40
2007,27-Jul,86391,Sockeye,420,Kenai River (late-run sockeye),40
2007,28-Jul,61585,Sockeye,420,Kenai River (late-run sockeye),40
2007,29-Jul,45137,Sockeye,420,Kenai River (late-run sockeye),40
2007,30-Jul,28283,Sockeye,420,Kenai River (late-run sockeye),40
2007,31-Jul,27691,Sockeye,420,Kenai River (late-run sockeye),40
2007,1-Aug,28326,Sockeye,420,Kenai River (late-run sockeye),40
2007,2-Aug,20593,Sockeye,420,Kenai River (late-run sockeye),40
2007,3-Aug,12143,Sockeye,420,Kenai River (late-run sockeye),40
2007,4-Aug,17362,Sockeye,420,Kenai River (late-run sockeye),40
2007,5-Aug,25757,Sockeye,420,Kenai River (late-run sockeye),40
2007,6-Aug,32854,Sockeye,420,Kenai River (late-run sockeye),40
2007,7-Aug,21748,Sockeye,420,Kenai River (late-run sockeye),40
2007,8-Aug,18349,Sockeye,420,Kenai River (late-run sockeye),40
2007,9-Aug,34253,Sockeye,420,Kenai River (late-run sockeye),40
2007,10-Aug,19675,Sockeye,420,Kenai River (late-run sockeye),40
2007,11-Aug,30429,Sockeye,420,Kenai River (late-run sockeye),40
2007,12-Aug,31055,Sockeye,420,Kenai River (late-run sockeye),40
2007,13-Aug,19874,Sockeye,420,Kenai River (late-run sockeye),40
2007,14-Aug,14697,Sockeye,420,Kenai River (late-run sockeye),40
2007,15-Aug,14879,Sockeye,420,Kenai River (late-run sockeye),40
2007,16-Aug,13826,Sockeye,420,Kenai River (late-run sockeye),40
2007,17-Aug,13186,Sockeye,420,Kenai River (late-run sockeye),40
2007,18-Aug,11728,Sockeye,420,Kenai River (late-run sockeye),40
2007,19-Aug,15294,Sockeye,420,Kenai River (late-run sockeye),40
2007,20-Aug,14741,Sockeye,420,Kenai River (late-run sockeye),40
2007,21-Aug,9222,Sockeye,420,Kenai River (late-run sockeye),40
2007,22-Aug,8829,Sockeye,420,Kenai River (late-run sockeye),40
2007,23-Aug,9161,Sockeye,420,Kenai River (late-run sockeye),40
2006,1-Jul,2205,Sockeye,420,Kenai River (late-run sockeye),40
2006,2-Jul,3477,Sockeye,420,Kenai River (late-run sockeye),40
2006,3-Jul,3207,Sockeye,420,Kenai River (late-run sockeye),40
2006,4-Jul,3364,Sockeye,420,Kenai River (late-run sockeye),40
2006,5-Jul,3705,Sockeye,420,Kenai River (late-run sockeye),40
2006,6-Jul,4454,Sockeye,420,Kenai River (late-run sockeye),40
2006,7-Jul,4464,Sockeye,420,Kenai River (late-run sockeye),40
2006,8-Jul,3815,Sockeye,420,Kenai River (late-run sockeye),40
2006,9-Jul,4790,Sockeye,420,Kenai River (late-run sockeye),40
2006,10-Jul,5402,Sockeye,420,Kenai River (late-run sockeye),40
2006,11-Jul,3860,Sockeye,420,Kenai River (late-run sockeye),40
2006,12-Jul,2459,Sockeye,420,Kenai River (late-run sockeye),40
2006,13-Jul,3506,Sockeye,420,Kenai River (late-run sockeye),40
2006,14-Jul,2559,Sockeye,420,Kenai River (late-run sockeye),40
2006,15-Jul,5424,Sockeye,420,Kenai River (late-run sockeye),40
2006,16-Jul,17787,Sockeye,420,Kenai River (late-run sockeye),40
2006,17-Jul,20746,Sockeye,420,Kenai River (late-run sockeye),40
2006,18-Jul,12142,Sockeye,420,Kenai River (late-run sockeye),40
2006,19-Jul,8202,Sockeye,420,Kenai River (late-run sockeye),40
2006,20-Jul,10270,Sockeye,420,Kenai River (late-run sockeye),40
2006,21-Jul,21602,Sockeye,420,Kenai River (late-run sockeye),40
2006,22-Jul,45539,Sockeye,420,Kenai River (late-run sockeye),40
2006,23-Jul,47696,Sockeye,420,Kenai River (late-run sockeye),40
2006,24-Jul,61765,Sockeye,420,Kenai River (late-run sockeye),40
2006,25-Jul,71509,Sockeye,420,Kenai River (late-run sockeye),40
2006,26-Jul,117851,Sockeye,420,Kenai River (late-run sockeye),40
2006,27-Jul,79163,Sockeye,420,Kenai River (late-run sockeye),40
2006,28-Jul,83077,Sockeye,420,Kenai River (late-run sockeye),40
2006,29-Jul,94354,Sockeye,420,Kenai River (late-run sockeye),40
2006,30-Jul,81619,Sockeye,420,Kenai River (late-run sockeye),40
2006,31-Jul,67965,Sockeye,420,Kenai River (late-run sockeye),40
2006,1-Aug,82851,Sockeye,420,Kenai River (late-run sockeye),40
2006,2-Aug,67842,Sockeye,420,Kenai River (late-run sockeye),40
2006,3-Aug,56983,Sockeye,420,Kenai River (late-run sockeye),40
2006,4-Aug,60613,Sockeye,420,Kenai River (late-run sockeye),40
2006,5-Aug,64420,Sockeye,420,Kenai River (late-run sockeye),40
2006,6-Aug,41705,Sockeye,420,Kenai River (late-run sockeye),40
2006,7-Aug,29977,Sockeye,420,Kenai River (late-run sockeye),40
2006,8-Aug,18917,Sockeye,420,Kenai River (late-run sockeye),40
2006,9-Aug,18058,Sockeye,420,Kenai River (late-run sockeye),40
2006,10-Aug,14721,Sockeye,420,Kenai River (late-run sockeye),40
2006,11-Aug,20004,Sockeye,420,Kenai River (late-run sockeye),40
2006,12-Aug,32855,Sockeye,420,Kenai River (late-run sockeye),40
2006,13-Aug,28378,Sockeye,420,Kenai River (late-run sockeye),40
2006,14-Aug,26974,Sockeye,420,Kenai River (late-run sockeye),40
2006,15-Aug,41903,Sockeye,420,Kenai River (late-run sockeye),40
2006,16-Aug,48630,Sockeye,420,Kenai River (late-run sockeye),40
2006,17-Aug,43874,Sockeye,420,Kenai River (late-run sockeye),40
2006,18-Aug,43833,Sockeye,420,Kenai River (late-run sockeye),40
2006,19-Aug,51219,Sockeye,420,Kenai River (late-run sockeye),40
2006,20-Aug,50024,Sockeye,420,Kenai River (late-run sockeye),40
2006,21-Aug,33606,Sockeye,420,Kenai River (late-run sockeye),40
2006,22-Aug,45067,Sockeye,420,Kenai River (late-run sockeye),40
2006,23-Aug,39516,Sockeye,420,Kenai River (late-run sockeye),40
2006,24-Aug,28248,Sockeye,420,Kenai River (late-run sockeye),40
2006,25-Aug,29981,Sockeye,420,Kenai River (late-run sockeye),40
2006,26-Aug,31651,Sockeye,420,Kenai River (late-run sockeye),40
2006,27-Aug,37785,Sockeye,420,Kenai River (late-run sockeye),40
2006,28-Aug,33443,Sockeye,420,Kenai River (late-run sockeye),40
2006,29-Aug,21041,Sockeye,420,Kenai River (late-run sockeye),40
2006,30-Aug,13928,Sockeye,420,Kenai River (late-run sockeye),40
2006,31-Aug,8701,Sockeye,420,Kenai River (late-run sockeye),40
2005,1-Jul,7309,Sockeye,420,Kenai River (late-run sockeye),40
2005,2-Jul,10932,Sockeye,420,Kenai River (late-run sockeye),40
2005,3-Jul,10256,Sockeye,420,Kenai River (late-run sockeye),40
2005,4-Jul,16324,Sockeye,420,Kenai River (late-run sockeye),40
2005,5-Jul,18783,Sockeye,420,Kenai River (late-run sockeye),40
2005,6-Jul,16744,Sockeye,420,Kenai River (late-run sockeye),40
2005,7-Jul,13585,Sockeye,420,Kenai River (late-run sockeye),40
2005,8-Jul,16764,Sockeye,420,Kenai River (late-run sockeye),40
2005,9-Jul,38430,Sockeye,420,Kenai River (late-run sockeye),40
2005,10-Jul,31391,Sockeye,420,Kenai River (late-run sockeye),40
2005,11-Jul,51221,Sockeye,420,Kenai River (late-run sockeye),40
2005,12-Jul,69073,Sockeye,420,Kenai River (late-run sockeye),40
2005,13-Jul,36852,Sockeye,420,Kenai River (late-run sockeye),40
2005,14-Jul,22393,Sockeye,420,Kenai River (late-run sockeye),40
2005,15-Jul,19470,Sockeye,420,Kenai River (late-run sockeye),40
2005,16-Jul,61502,Sockeye,420,Kenai River (late-run sockeye),40
2005,17-Jul,85763,Sockeye,420,Kenai River (late-run sockeye),40
2005,18-Jul,69808,Sockeye,420,Kenai River (late-run sockeye),40
2005,19-Jul,104840,Sockeye,420,Kenai River (late-run sockeye),40
2005,20-Jul,49894,Sockeye,420,Kenai River (late-run sockeye),40
2005,21-Jul,28576,Sockeye,420,Kenai River (late-run sockeye),40
2005,22-Jul,34559,Sockeye,420,Kenai River (late-run sockeye),40
2005,23-Jul,73138,Sockeye,420,Kenai River (late-run sockeye),40
2005,24-Jul,77700,Sockeye,420,Kenai River (late-run sockeye),40
2005,25-Jul,41396,Sockeye,420,Kenai River (late-run sockeye),40
2005,26-Jul,25734,Sockeye,420,Kenai River (late-run sockeye),40
2005,27-Jul,16085,Sockeye,420,Kenai River (late-run sockeye),40
2005,28-Jul,12367,Sockeye,420,Kenai River (late-run sockeye),40
2005,29-Jul,17978,Sockeye,420,Kenai River (late-run sockeye),40
2005,30-Jul,43637,Sockeye,420,Kenai River (late-run sockeye),40
2005,31-Jul,51222,Sockeye,420,Kenai River (late-run sockeye),40
2005,1-Aug,34629,Sockeye,420,Kenai River (late-run sockeye),40
2005,2-Aug,21071,Sockeye,420,Kenai River (late-run sockeye),40
2005,3-Aug,29974,Sockeye,420,Kenai River (late-run sockeye),40
2005,4-Aug,24343,Sockeye,420,Kenai River (late-run sockeye),40
2005,5-Aug,21373,Sockeye,420,Kenai River (late-run sockeye),40
2005,6-Aug,51304,Sockeye,420,Kenai River (late-run sockeye),40
2005,7-Aug,47135,Sockeye,420,Kenai River (late-run sockeye),40
